,id,player_name,team_title,games,time,goals,xG,xG_diff,assists,xA,xA_diff,shots,key_passes,yellow_cards,npg,npxG,xGChain,xGBuildup
462,6630,Joe Willock,Arsenal,7,229,0,0.24291200563311577,-0.24291200563311577,0,0.061499012634158134,-0.061499012634158134,4,2,1,0,0.24291200563311577,0.5193420127034187,0.21493100002408028
463,6492,Reiss Nelson,Arsenal,2,59,0,0.056917089968919754,-0.056917089968919754,0,0.0,0.0,1,0,0,0,0.056917089968919754,0.34803973510861397,0.2911226451396942
464,2446,Dani Ceballos,Arsenal,25,1613,0,0.6592579409480095,-0.6592579409480095,3,2.578971767798066,0.42102823220193386,13,27,4,0,0.6592579409480095,9.275826007127762,8.116632506251335
465,2385,Mat Ryan,Arsenal,3,270,0,0.0,0.0,0,0.06032726913690567,-0.06032726913690567,0,1,0,0,0.0,0.4281696304678917,0.4281696304678917
466,2328,Thomas Partey,Arsenal,24,1543,0,1.157276637852192,-1.157276637852192,2,1.121044723317027,0.8789552766829729,26,12,5,0,1.157276637852192,7.274703525006771,5.8366045989096165
467,1750,Ainsley Maitland-Niles,Arsenal,11,483,0,0.10147437825798988,-0.10147437825798988,0,0.08144229464232922,-0.08144229464232922,2,2,0,0,0.10147437825798988,2.4045513346791267,2.2486806605011225
468,8016,Matthew Longstaff,Newcastle United,5,376,0,0.0,0.0,0,0.3137078955769539,-0.3137078955769539,0,2,0,0,0.0,0.4224841073155403,0.10877621918916702
469,484,Divock Origi,Liverpool,9,176,0,1.0811212956905365,-1.0811212956905365,0,0.1400348860770464,-0.1400348860770464,7,2,0,0,1.0811212956905365,1.4969345815479755,0.7823662180453539
470,1699,Shkodran Mustafi,Arsenal,3,43,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.06472476571798325,0.06472476571798325
471,489,James Milner,Liverpool,26,1037,0,0.35657380148768425,-0.35657380148768425,1,0.7905595283955336,0.20944047160446644,12,13,3,0,0.35657380148768425,5.68504504673183,4.885257272981107
472,8158,Scott Carson,Manchester City,1,90,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
473,8045,Eric Garcia,Manchester City,6,378,0,0.07463662326335907,-0.07463662326335907,0,0.008322987705469131,-0.008322987705469131,2,1,0,0,0.07463662326335907,0.8594759479165077,0.7848393097519875
474,7817,Zack Steffen,Manchester City,1,90,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.34973475337028503,0.34973475337028503
475,6054,Ederson,Manchester City,36,3240,0,0.0,0.0,1,0.3033580780029297,0.6966419219970703,0,1,3,0,0.0,7.629851099103689,7.326493043452501
476,2958,Oleksandr Zinchenko,Manchester City,20,1473,0,0.6606592806056142,-0.6606592806056142,0,1.0854990985244513,-1.0854990985244513,16,15,0,0,0.6606592806056142,9.49437602981925,8.718509811908007
477,2498,Aymeric Laporte,Manchester City,16,1335,0,0.8423399478197098,-0.8423399478197098,0,0.5778953805565834,-0.5778953805565834,6,5,1,0,0.8423399478197098,6.243810184299946,6.243810184299946
478,614,Fernandinho,Manchester City,21,1170,0,0.8150819344446063,-0.8150819344446063,2,1.5401164283975959,0.4598835716024041,14,14,6,0,0.8150819344446063,8.776916489005089,7.831777147948742
479,9086,Rhys Williams,Liverpool,9,661,0,0.5532400980591774,-0.5532400980591774,0,0.22220534086227417,-0.22220534086227417,7,2,0,0,0.5532400980591774,2.306015744805336,2.1871695667505264
480,8852,Konstantinos Tsimikas,Liverpool,2,4,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
481,8204,Neco Williams,Liverpool,6,252,0,0.08622520789504051,-0.08622520789504051,0,0.19339871406555176,-0.19339871406555176,2,3,1,0,0.08622520789504051,1.0746421925723553,0.7950182408094406
482,7904,Caoimhin Kelleher,Liverpool,2,180,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.44792696833610535,0.44792696833610535
483,7376,Ozan Kabak,Liverpool,9,807,0,0.08602816611528397,-0.08602816611528397,0,0.029386911541223526,-0.029386911541223526,1,1,3,0,0.08602816611528397,1.8639117367565632,1.8639117367565632
484,5247,Naby Keita,Liverpool,10,525,0,0.39325888082385063,-0.39325888082385063,0,0.9129509925842285,-0.9129509925842285,9,6,1,0,0.39325888082385063,3.590221043676138,2.329714197665453
485,3420,Fabinho,Liverpool,30,2563,0,0.36248932033777237,-0.36248932033777237,0,0.29806183092296124,-0.29806183092296124,10,4,6,0,0.36248932033777237,11.8080262131989,11.55500503256917
486,987,Joseph Gomez,Liverpool,7,594,0,0.0,0.0,0,0.06542927026748657,-0.06542927026748657,0,1,0,0,0.0,2.0854201316833496,2.019990861415863
487,888,Xherdan Shaqiri,Liverpool,14,534,0,0.42472053691744804,-0.42472053691744804,2,2.510420076549053,-0.5104200765490532,11,19,2,0,0.42472053691744804,4.585736162960529,2.1229257490485907
488,527,Adrián,Liverpool,3,270,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.3974394351243973,0.3974394351243973
489,1749,Rob Holding,Arsenal,30,2548,0,0.7339209318161011,-0.7339209318161011,1,0.20068277791142464,0.7993172220885754,14,4,2,0,0.7339209318161011,7.403347596526146,7.163187839090824
490,847,Cédric Soares,Arsenal,10,746,0,0.20354272704571486,-0.20354272704571486,1,0.8928054347634315,0.10719456523656845,7,6,1,0,0.20354272704571486,3.3355983961373568,2.9193570725619793
491,603,Nathaniel Clyne,Crystal Palace,13,1151,0,0.12293394096195698,-0.12293394096195698,1,0.22248492389917374,0.7775150761008263,4,4,2,0,0.12293394096195698,1.8969638887792826,1.7311625815927982
492,706,Lukasz Fabianski,West Ham,35,3150,0,0.0,0.0,0,0.0,0.0,0,0,2,0,0.0,1.2763743558898568,1.2763743558898568
493,534,Aaron Cresswell,West Ham,36,3176,0,0.8834644388407469,-0.8834644388407469,8,7.390939908102155,0.6090600918978453,19,58,3,0,0.8834644388407469,10.62028263323009,8.39244052581489
494,533,Mark Noble,West Ham,21,702,0,0.0526793897151947,-0.0526793897151947,0,0.1763314949348569,-0.1763314949348569,1,5,1,0,0.0526793897151947,0.7763152047991753,0.7236358076334
495,7988,Billy Gilmour,Chelsea,5,256,0,0.05113431066274643,-0.05113431066274643,0,0.12365835532546043,-0.12365835532546043,1,3,0,0,0.05113431066274643,0.5436719954013824,0.4064304232597351
496,6880,Edouard Mendy,Chelsea,31,2748,0,0.0,0.0,0,0.0,0.0,0,0,2,0,0.0,4.780523473396897,4.780523473396897
497,5061,Kepa,Chelsea,7,582,0,0.0,0.0,0,0.0,0.0,0,0,1,0,0.0,0.30502439849078655,0.30502439849078655
498,2254,Mateo Kovacic,Chelsea,27,1833,0,0.9314172859303653,-0.9314172859303653,1,1.9152584234252572,-0.9152584234252572,23,21,4,0,0.9314172859303653,14.808724199421704,13.03579165134579
499,1245,Emerson,Chelsea,2,88,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
500,751,N&#039;Golo Kanté,Chelsea,30,2142,0,0.7004624530673027,-0.7004624530673027,2,1.206712644547224,0.793287355452776,10,22,7,0,0.7004624530673027,10.102666012942791,8.441409684717655
501,703,Fikayo Tomori,Chelsea,1,43,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0727275162935257,0.0727275162935257
502,688,Ruben Loftus-Cheek,Chelsea,1,65,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.019802788272500038,0.019802788272500038
503,624,Willy Caballero,Chelsea,1,90,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.14356312155723572,0.14356312155723572
504,592,Ross Barkley,Chelsea,2,35,0,0.017517002299427986,-0.017517002299427986,0,0.11523915827274323,-0.11523915827274323,1,1,0,0,0.017517002299427986,0.22261007130146027,0.08985390514135361
505,200,Andreas Christensen,Chelsea,17,1375,0,0.12940827198326588,-0.12940827198326588,0,0.250104570761323,-0.250104570761323,3,6,2,0,0.12940827198326588,7.441710580140352,7.276742447167635
506,2190,Vicente Guaita,Crystal Palace,37,3330,0,0.0,0.0,0,0.0,0.0,0,0,2,0,0.0,1.4324403442442417,1.4324403442442417
507,856,Jack Butland,Crystal Palace,1,90,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
508,730,Patrick van Aanholt,Crystal Palace,22,1775,0,1.398338496685028,-1.398338496685028,1,0.649572467431426,0.35042753256857395,18,12,2,0,1.398338496685028,4.809477232396603,3.354221023619175
509,633,James McArthur,Crystal Palace,18,1482,0,0.28225431498140097,-0.28225431498140097,2,1.5203707329928875,0.4796292670071125,6,15,3,0,0.28225431498140097,3.245603632181883,2.2573831360787153
510,540,Darren Randolph,West Ham,3,270,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.2751619219779968,0.2751619219779968
511,1208,Felipe Anderson,West Ham,2,2,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.05036865919828415,0.05036865919828415
512,508,Calum Chambers,Arsenal,10,750,0,0.3639731630682945,-0.3639731630682945,2,1.0427646078169346,0.9572353921830654,8,11,0,0,0.3639731630682945,3.835656374692917,2.810004845261574
513,1691,Robert Snodgrass,West Ham,3,3,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0160553976893425,0.0160553976893425
514,342,Sead Kolasinac,Arsenal,1,90,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.42935803532600403,0.42935803532600403
515,181,Bernd Leno,Arsenal,35,3136,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,4.326600980013609,4.326600980013609
516,9332,Dane Scarlett,Tottenham,1,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
517,8222,Japhet Tanganga,Tottenham,6,496,0,0.20077668502926826,-0.20077668502926826,0,0.5815756916999817,-0.5815756916999817,2,1,2,0,0.20077668502926826,1.399339895695448,0.8177642039954662
518,7187,Sergio Reguilón,Tottenham,27,2258,0,1.1595538258552551,-1.1595538258552551,3,2.0991002712398767,0.9008997287601233,20,17,5,0,1.1595538258552551,8.529953263700008,6.114481773227453
519,6852,Matt Doherty,Tottenham,17,1228,0,0.3638824336230755,-0.3638824336230755,2,0.7646760381758213,1.2353239618241787,3,11,2,0,0.3638824336230755,4.369955110363662,3.785172172822058
520,6377,Joe Rodon,Tottenham,12,730,0,0.018329372629523277,-0.018329372629523277,0,0.0,0.0,1,0,0,0,0.018329372629523277,1.4196595326066017,1.4196595326066017
521,6249,Davinson Sánchez,Tottenham,18,1488,0,0.8006941750645638,-0.8006941750645638,0,0.02053021267056465,-0.02053021267056465,5,1,1,0,0.8006941750645638,5.34808811545372,5.34808811545372
522,971,Harry Winks,Tottenham,15,854,0,0.06147134490311146,-0.06147134490311146,0,0.18998101726174355,-0.18998101726174355,4,4,5,0,0.06147134490311146,3.7452441714704037,3.6405233442783356
523,772,Moussa Sissoko,Tottenham,25,1563,0,0.24807330965995789,-0.24807330965995789,0,0.18440947122871876,-0.18440947122871876,3,4,3,0,0.24807330965995789,4.136225494556129,3.9269614992663264
524,660,Ben Davies,Tottenham,20,1330,0,0.19769307598471642,-0.19769307598471642,1,0.4373754449188709,0.5626245550811291,3,8,1,0,0.19769307598471642,2.6845735367387533,2.3310538921505213
525,645,Dele Alli,Tottenham,15,615,0,1.6745913289487362,-1.6745913289487362,1,1.3262444715946913,-0.3262444715946913,12,9,0,0,1.6745913289487362,4.32270379178226,2.1345880310982466
526,643,Eric Dier,Tottenham,28,2520,0,1.2531612887978554,-1.2531612887978554,0,0.2254233150742948,-0.2254233150742948,14,6,3,0,1.2531612887978554,5.7221764624118805,5.697844207286835
527,637,Hugo Lloris,Tottenham,38,3420,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,4.801015069708228,4.801015069708228
528,8965,Vladimir Coufal,West Ham,34,3056,0,1.3991486802697182,-1.3991486802697182,7,6.389942045323551,0.6100579546764493,15,45,3,0,1.3991486802697182,14.980883304029703,8.57749655842781
529,6274,Andriy Yarmolenko,West Ham,15,343,0,0.3100077696144581,-0.3100077696144581,1,0.7814441211521626,0.21855587884783745,7,5,3,0,0.3100077696144581,1.4537306912243366,0.9313923269510269
530,1760,Arthur Masuaku,West Ham,12,1017,0,0.4290256863459945,-0.4290256863459945,2,2.595891861245036,-0.5958918612450361,6,11,2,0,0.4290256863459945,4.273891273885965,1.791139980778098
531,9423,Gaetano Berardi,Leeds,2,113,0,0.07476061582565308,-0.07476061582565308,0,0.0,0.0,1,0,0,0,0.07476061582565308,0.2312779352068901,0.2312779352068901
